CollectorID,CollectorName,CollectorOrganisation,CollectorRole,CollectorHistory,OldCollectorID,OldCollectionID
20,"Thomson, James, Professor (1822-92)",0,Academic,"Engineer. b. Belfast, 16 Feb 1822. Taught at home by his father, James Thomson Sr (1786-1849), with his brother, William (later Lord Kelvin); both were considered child prodigies. 1832 attended Glasgow University at just 10 years old, graduating with an M.A. with Honours in Mathematics and Natural Philosophy in 1839. 1853, Resident engineer to the Belfast Water Commissioners. 1857-73, Crown Professor of Civil Engineering at Queen’s College Belfast. 1873-89, Regius Chair of Civil Engineering, University of Glasgow. An authority on hydraulics, he invented a turbine, discovered the effect of pressure upon freezing point, and wrote papers on elastic fatigue, under-currents and trade winds. Also renowned for his work on water wheels, patenting in 1850 the Vortex water wheel, which came into extensive use. Received honorary degrees from Glasgow University (1870), Queen’s University in Ireland (1875) and the University of Dublin (1878). Elected Fellow of the Royal Society in 1877. d. Glasgow, 8 May 1892. [Sources: Dictionary of National Biography (1895); Chambers Biographical Dictionary (1990); Walker &amp; McCreary, Degrees of Excellence (1994); “James Thomson (1822-1892)” by John Rapley, in Panel for Historical Engineering Works (PHEW) Newsletter, No 78, June 1998 (Institute of Civil Engineering).]",40,49
28,"Turkington, Sadie J.I.",0,,"Graduate of Queen's University Belfast, MA, 1917. No other details available.",48,53
464,"Upton, Henry Arthur Shuckburgh (1870-1947)",0,Amateur genealogist and local historian,"<p>Henry A. S. Upton (1870-1947) of Coolatore, Moate, county Westmeath, was an amateur genealogist and local historian.</p>",,
224,"Vinycomb, John (1833-1928)",0,Illustator,"John Vinycomb (1833-1928) was born in Newcastle-Upon-Tyne and studied art at the School of Design in that city. In 1855 he became an engraver in the art department of Marcus Ward &amp; Co. Belfast. The company was broken up in 1899, after which Vinycomb occupied himself as an artist, designer and illuminator. He left Belfast in 1909, and died in London in 1928.",263,625
13,"Waddell, Helen (1888-1965)",0,"Mediaeval scholar, poet and author","Helen Waddell (1889-1965), mediaeval scholar, poet and author. b. May 31, 1889, Tokyo, Japan, removing to Banbridge, Co. Down in 1900. Ed. Victoria College and Queen’s University, Belfast and later, Somerville College, Oxford, where she was Susette Taylor Fellow. During her fellowship, spent 2 years in Paris studying the Carmina Burana and other Low Latin Goliardic compositions by the ‘vagantes’ of the Middle Ages, the results of which were to form the basis of her major work, ‘The Wandering Scholars’ (1927), for which she received the A.C. Benson Silver Medal by the Royal Society of Literature. Dedicated her life to the study and dissemination of mediaeval Latin literature and humanism, publishing, lecturing and broadcasting widely in her chosen field throughout her career. In addition to ‘The Wandering Scholars,’ her best known works have been ‘Mediaeval Latin Lyrics’ (1929), ‘Beasts and Saints’ (1934) and ‘The Desert Fathers’ (1936). Was assistant editor of the magazine, ‘Nineteenth Century’ and received numerous honorary degrees. Suffered from a progressive neurological disorder from c. 1950. d. London, 1965. Sources: Women of Ireland: A Biographical Dictionary, Kit and Cyril O'Céirín (Galway, 1996); Dictionary of Ulster Biography, Kate Newmann (Belfast, 1993)",31,39
258,"Waring, M. (d. 1968)",0,,"Resident in Waringstown, Co. Down. d. 1968. No further details available.",297,485
189,"Welch, Robert J. (1859-1936)",0,Photographer,"Robert John Welch. Photographer. b. Strabane, Co. Tyrone, 22 July 1859. The second son of David Welch (d. 1875) and Martha Graham, he developed an early interest in photography from his father who operated as a professional photographer from 1863 until his untimely death in 1875. The Welch Family, then living in Bangor, moved to Belfast, where the young Robert took on the role of principal breadwinner. He served his apprenticeship in the Belfast studio of E.T. Church, before setting up on his own in 1883, working from his home in Lonsdale Street, Belfast. Initially specialising in landscape and legal work, he first made his reputation by his “Irish views” which were used in railway carriages, hotels, transatlantic liners, and as illustrations in tourist guides and travel books. In 1900, he was awarded a Royal warrant for his work from Queen Victoria, one of only 10 photographers outside the British Isles to receive this honour. Other important clients and commissions came from the Royal Commission of Enquiry in 1886 to record the damage caused in Belfast after the anti-Home Rule riots of that year, the Belfast Rope works from 1899, Marcus Ward and Company, Harland &amp; Wolff from c. 1895, and the Office of Public Works. A keen member of the Belfast Naturalists’ Field Club, Welch also produced a prodigious portfolio of work depicting archaeological remains in the north of Ireland, geological sites in Ireland, views of Irish country life and photographs of rare Irish plants. Although lacking any formal education in these areas, he lectured and contributed many papers and illustrations to a variety of natural history publications throughout his life, receiving accreditation through his election to the Royal Irish Academy in 1904 and an honorary M.Sc from Queen’s University Belfast in 1923. In 1927, Welch was granted a civil pension of £100 per year by the Northern Ireland Parliament. He died on 28 September 1936. Source: Dictionary of Ulster Biography, Kate Newman (Belfast, 1993); A Century in Focus: Photography and Photographers in the North of Ireland, 1839-1939, W.A. Maguire (Belfast, 2000); Ireland's Eye. The Photographs of Robert John Welch, E. Estyn Evans and Brian S. Turner (Belfast, 1977)",228,552
285,"Whyte, Nicholas",0,Honorary Senior Research Officer,"Nicholas Whyte was born in Belfast in 1967. He was active in the Alliance Party of Northern Ireland particularly between 1993 and 1996 as their Director of Elections/Party Organiser, and stood for election in North Belfast. Since May 2002, he has been the Balkans Program Director at the International Crisis Group based in Brussels. Previous to this he was a Research Fellow at the Centre for European Policy Studies from February 1999 (and their Communications Manager from December 2001) until April 2002. He is also an Honorary Senior Research Fellow of the Institute of Governance, Public Policy and Social Research at the Queen's University of Belfast. He currently lives in Oud-Heverlee, just south of the university city of Leuven to the east of Brussels. Source: http://www.ark.ac.uk/elections/gabout.htm",327,632
428,"Windele, John ",0,Antiquarian scholar,"John Windele was an antiquarian scholar based in North Cork. For full biographical details see The Dictionary of Irish Biography (Dublin &amp; Cambridge, 2009)",473,765
11,"Wright, Stanley Fowler (1873-1953)",0,"Commissioner of Customs and Personal Secretary to the Inspector General, CIMCS","b. 1873. Ed. Queen's University Belfast. Commissioner of Customs and Personal Secretary to the Inspector General, the Chinese Maritime Customs. Responsible for various publications building on and reflecting his experiences in the employ of the Chinese Maritime Customs (see below). d. Oslo, Norway, 1953. Publications: Kiangsi native trade and its taxation, Stanley F. Wright (Shanghai, 1920); China's customs revenue since the revolution of 1911, Stanley F. Wright (Shanghai, 1935); China's struggle for tariff autonomy, 1843-1938, Stanley F. Wright (Shanghai, 1938); The origin and development of the Chinese Customs Service, 1843-1911: An historical outline, Stanley F. Wright (Shanghai, 1939); Hart and the Chinese customs, Stanley F. Wright (Belfast, 1950); The collection and disposal of the maritime and native customs revenue since the Revolution of 1911: with an account of the loan services administered by the Inspector General of Customs, Stanley F. Wright (1965",29,35
2,"Paterson, T.G.F. (1888-1971)",1,Museum Curator,"Thomas George Farquhar Paterson MA OBE (1888-1971) was born in 1888 in Canada, but was raised in Cornsacreeb near Tandragee, Co. Armagh where he returned with his family as an infant. Educated at the National School, Arghory, Co. Armagh, and initially worked as a grocer. He was an amateur historian who collected traditional tales and dialect phrases and proverbs, and made detailed sketches of local architecture and furniture in South Armagh. In 1931, he became Honorary Curator of Armagh County Museum, and later in 1935, was appointed the first full-time curator at the Museum, retiring in 1963. He published widely, contributing to local journals and newspapers. He was a founding trustee of the Ulster Folk Museum from 1958, served on the South Armagh Hospital Committee and the Northern Ireland Committee of the National Trust, was an active member of the Armagh Field Club and of the Naturalists' Society, and in 1941, became a member of the Royal Irish Academy. He was awarded an OBE in 1954 and an honorary membership of the Disciples of Christ Historical Society in Nashville, Tennessee, the latter for his genealogical research on the Campbellites. He died in 1971. Source: Dictionary of Ulster Biography, Kate Newmann (Belfast, 1993)",12,3
